"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Monaco","Liechtenstein","Switzerland","Spain","Andorra","Portugal","Germany","Poland","Austria","Hungary","Czech Republic","Slovakia","Italy","San Marino","Malta","Albania","Montenegro","Macedonia","Croatia","Yugoslavia","Bosnia and Herzegovina","Kosovo","Slovenia","Greece","Cyprus","Bulgaria","Moldova","Romania","Russia","Estonia","Latvia","Lithuania","Ukraine","Belarus","Armenia","Georgia","Azerbaijan","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Eritrea","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Namibia","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","South Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","Turkmenistan","Tajikistan","Kyrgyzstan","Uzbekistan","Kazakhstan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","East Timor","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Kiribati","Tuvalu","Fiji","Tonga","Nauru","Marshall Islands","Palau","Federated States of Micronesia","Samoa"
"Monaco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Liechtenstein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Switzerland",16605.175,3479.0708,33.1377,11.0407,0.5634,17.8149,12.0213,5.4082,12.1133,0.2558,0.1822,2.6013,26.3012,2.0852,2.5043,440.2021,15.1257,14.1397,9.6913,31.013,10.8469,42.0524,72.4001,322.5425,453.1195,2.2674,0.1262,55.5043,93.3271,2336.1573,134.6015,68.1741,254.7217,432.9206,278.5765,3712.7532,6544.84,3194.4661,354.2969,5.8107,2335.5,0,0,0,1337.9922,0,709.6369,8635.602,845.2829,23.5039,659.806,1183.3251,652.017,8361.9,0,45.7341,22.5105,14.47,19.3445,105.8689,0,21.7354,19.8392,27.4645,433.9728,28.9996,16.8522,29.5424,57.0686,1954.3821,98.8359,65.0209,19.0074,769.9101,252.5005,164.3356,56.4651,32.8148,167.9449,353.9436,886.1157,63.6558,61.3448,0,0.3069,1.6259,1.3609,2.2265,8.8382,32.02,34.0611,8.7186,22.6588,16.0812,5.8694,6.6392,44.6902,0.3165,30.5264,5.198,12.5764,560.7305,4.452,0.1086,2.1856,10.4008,7.1529,6.0668,45.3371,4.0446,0.7433,8.972,0.1218,0.8087,6.2764,0.5878,39.8655,14.1442,34.0692,4.3455,1.3353,219.3124,3.9368,1.2935,1.3533,2.3846,17.4459,0.0279,4.6545,4.9698,71.9916,77.8624,56.1399,1022.9076,30.7286,0,362.8816,8359.4552,514.0238,1093.4018,35.6222,325.9624,514.0571,3802.8852,2392.1185,83.0471,454.3676,335.169,695.8969,3241.2241,181.1797,6.6182,30.3396,0.7968,19.2061,95.066,1024.9019,52637.04,10.9064,773.1943,4.2085,2020.3257,3425.7463,24151.4552,5.8186,223.974,117.8054,4.5057,100.7018,0.0113,16.4894,8205.3048,78.9069,1.8217,339.4114,1349.4732,3170.147,2.7217,225.1461,391.9117,0,2859.4506,0.2106,152.0591,0.0882,4.2127,0.0045,0,4.2437,0.0308,0.0019,0,0,0,0.093
"Spain",2077.928,542.2959,59.7569,907.4403,19.2073,276.6806,32.218,895.1344,3.4075,0.2278,0.4036,0.5826,0.8518,0.5371,4.4072,2300.1685,1.8173,94.2324,28.2163,54.9246,4.8202,91.489,318.7729,1664.7848,158.2814,3.9521,2.0879,52.9225,899.9846,726.3686,131.6327,229.9733,220.7195,503.8335,220.2259,5368.26,3531.9839,7885.5475,2136.0327,400.9475,5518.09,0,0,1337.9922,0,0,10747.958,10103.699,206.1587,143.9204,982.3332,1388.4316,574.2602,1052.887,0,108.1984,148.5098,47.1463,14.1662,234.1379,0,22.3356,11.5515,83.0992,437.713,249.5228,1177.8258,26.4973,60.1243,5837.1166,99.7731,174.0994,385.8445,625.1478,330.4631,19.6686,54.7214,79.5329,106.8833,1134.5532,1071.5858,713.7686,4.1485,0,0.0265,12.1174,577.189,26.5446,46.7111,187.8961,78.7222,88.0664,8.7387,55.2006,112.2717,35.4787,44.1826,20.3301,39.0913,75.7866,366.5159,7015.7705,588.0615,2.4071,10.3645,71.0045,111.6455,32.7802,68.9962,20.4734,0.6241,2.7724,0.6263,15.0955,60.7901,1.5352,2353.4253,234.4702,15.9767,10.0348,6.6207,1200.0156,174.2821,0.3163,2.2419,52.7962,4.0213,0.9479,69.194,141.6369,1505.6069,7207.9756,527.83,1887.6973,3.7849,0,362.7521,1825.5161,1186.9073,299.6768,19.3046,459.7791,194.6674,393.8762,5165.6741,52.7841,306.3685,64.6105,1293.4776,1475.7748,27.8097,4.1619,14.4,1.8571,8.4078,18.1769,1757.9733,12280.5929,18.8344,423.0175,0.2425,354.6828,1411.8413,1030.6041,0.1404,359.9302,1388.3797,17.1906,12.9924,1.1126,1.5578,139.0402,279.7151,7.8773,2063.7386,47.6146,718.0125,3.1584,193.1881,1430.6319,0,2241.5633,159.7436,145.6182,0.2243,3.292,8.2868,0.0176,0.4383,2.0424,0.0114,0,0,0,0.184
"Andorra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Portugal",1979.0045,169.3985,0.9197,9.2156,0.5847,6.1499,12.7484,10.9002,1.2857,0.0042,0.0275,0.0524,0.0405,0.1844,0.0835,383.0198,12.0896,5.8961,3.3337,8.219,2.3103,56.2253,2.1116,209.6227,257.8524,30.9749,6.5574,2.5342,27.2744,111.516,8.5895,23.6029,71.9297,153.6527,60.0682,816.2839,565.117,1416.2222,22.3964,46.3121,1740.3184,0,0,709.6369,10747.958,0,0,1902.8657,110.925,5.8213,43.1322,29.2126,26.2405,1859.5667,0,15.0605,3.7825,1.0256,11.0409,14.7453,0,0.933,0.3192,64.6097,11.9345,8.5303,120.2171,2.6779,164.743,580.8739,26.0442,17.0944,20.1954,240.3449,37.5814,9.1132,20.1605,565.7116,132.9219,128.5811,153.7834,79.9164,5.468,0,67.7838,100.4741,157.2065,5.1765,6.4647,37.3053,9.6486,27.4742,0.3877,1.1775,10.8858,7.5179,1.1763,5.5028,319.17,1.1963,1043.6683,907.1157,15.5071,0.7198,0.7078,32.3568,10.0089,17.3148,3.3405,14.1496,0.6055,2.2415,0.0869,0.9017,4.4206,0.0103,958.7168,392.1533,5.1316,22.2199,19.8856,93.5311,12.7988,0.0001,0.8988,44.3525,21.6227,0.5157,9.3101,1.8642,840.5752,246.8033,163.7512,85.0865,5.3425,0,6.6601,14.9623,288.7471,45.8192,0.301,45.6921,47.4806,27.2548,692.658,1.3785,77.8058,4.7154,138.3572,83.4079,29.4957,0.4187,0.7696,0.268,0.5237,11.0109,721.9112,296.4471,0.2343,107.1274,0.0735,94.5394,53.8957,141.9253,0.0009,109.5622,40.2221,0.0966,0.0426,0.1857,0.2963,54.3996,3.4233,2.6128,226.8183,56.589,85.5052,0.4677,10.8456,83.6739,0,128.4164,2.6351,2.345,0,0,0.0005,0,25.1836,0,0.0008,0,0,0,0
"Germany",74434.735,12403.671,49.4206,187.8474,25.7302,223.2693,24.9697,24.3814,15.0504,0.8889,0.3897,3.2692,2.1549,27.4639,105.6472,10595.1231,28.4079,169.0251,180.9908,81.1984,35.7218,104.8175,189.7454,1302.9341,705.98,16.6029,2.688,115.7339,694.1074,9662.5169,183.1196,68.3017,2005.4593,2306.0454,16.4135,28491.219,2899.376,81474.611,14505.274,1654.6591,40413.175,0,0,8635.602,10103.699,0,1902.8657,0,4274.445,23574.996,608.748,4290.809,2066.379,8031.836,0,246.9906,102.4573,126.714,748.5922,1744.1787,0,439.8765,145.7877,575.6221,3710.4966,168.077,222.6865,250.9186,2128.967,13214.988,1201.2808,1219.1708,1277.0398,5038.6682,2436.7332,196.0554,286.4735,2433.5191,3223.9742,10358.815,16453.127,2792.088,41.272,0,1.7888,2.4688,9.9806,12.2366,136.3614,141.2437,133.101,98.0901,43.2244,705.844,66.8126,49.2079,76.5001,28.151,9.0141,39.1291,83.4532,3582.7707,43.6929,1.086,19.1505,79.6178,141.4034,19.0106,302.7368,32.0236,8.4449,33.7262,4.532,23.8629,47.4085,40.0149,228.4825,84.028,256.4392,20.2188,33.7094,6838.9345,124.7083,6.4441,37.5397,3.9125,51.738,2.1778,93.8935,34.1744,1349.0281,175.4795,46.503,4871.7781,270.8503,0,2322.6824,9738.72,1288.1005,3274.247,80.4152,965.7542,760.8397,3057.9453,9883.2077,250.474,971.7099,363.7414,1513.982,12221.481,882.2482,217.3994,552.0769,45.5838,108.3641,584.4379,3112.5859,24556.958,224.9353,105.8769,9.591,10426.1438,6371.822,5815.1431,3.8366,90.0631,2788.8196,104.2539,99.0745,14.2368,7.7816,1844.7134,784.8188,43.9293,3293.647,1575.2876,7890.5923,51.427,13.2146,799.6736,0,9936.7641,290.1698,1297.0476,0.8169,17.7004,0.1195,0.0109,9.65,2.7058,0.0025,0,0.091,0,0.785
"Poland",2258.0869,1116.6988,2.3199,3.0367,2.1669,10.022,1.9895,1.436,1.3027,1.5115,0.0931,0.1146,0.1276,0.2345,11.8997,705.7623,11.13,8.4414,2.7835,0.8413,0.619,5.9642,2.8642,83.5641,53.4202,1.9351,0.0564,73.5192,26.906,501.3152,6.8497,16.9646,91.5115,284.9309,16.1829,6471.5034,781.9965,4339.0665,2219.8291,365.8877,2285.6576,0,0,845.2829,206.1587,0,110.925,4274.445,0,1641.5131,1044.9057,3300.6193,1060.2592,1973.3487,0,9.1624,32.7021,16.3147,60.3783,340.8835,0,174.7485,26.215,283.7414,209.4797,315.5331,512.3358,45.979,1959.0231,12283.4184,1236.837,1264.4485,1822.1244,1926.0964,821.7039,41.9311,79.0823,26.6084,55.9128,173.6163,1553.2386,509.9123,27.7812,0,0.0937,0.3649,1.969,3.2444,6.479,23.4245,48.3584,14.4389,1.6272,108.1248,1.4785,0.9045,57.9909,5.7241,14.0351,0.103,4.706,78.6308,1.727,0.0222,2.7087,20.1566,5.204,6.4008,7.6408,6.3731,0.1589,0.7509,0.1279,4.4034,17.7578,0,37.3311,15.539,1.6779,14.2244,7.8397,549.3303,0.0864,0.0468,1.2437,0.3366,0.6157,0.1228,6.3663,3.6916,262.6786,375.3175,68.7556,79.7153,20.1847,0,35.6851,1506.2646,134.7267,161.9701,5.8929,69.5574,75.3289,44.5642,398.9176,15.1132,49.6706,10.475,71.9773,607.3552,57.1056,33.6816,44.2802,16.695,72.1221,131.1976,65.4611,8466.3946,63.67,610.2885,0.1929,2107.0053,190.8631,347.6301,0.0375,47.6068,126.3128,2.5155,19.8213,1.943,1.0939,344.4375,12.0617,4.4876,128.085,36.084,49.4034,7.1707,59.418,197.5865,0,334.9616,1.0233,50.2758,0.0675,0,0.0001,0,0.0538,0.0107,0,0,0,0,0.0113
"Austria",6622.4184,1191.9168,10.0071,13.7383,1.12,13.9679,2.4797,19.979,0.7913,0.0259,0.0353,0.1223,0.0256,0.0442,0.3904,914.0545,5.2738,13.2821,2.3488,7.7434,3.429,35.4166,11.1363,178.654,133.0947,0.2425,1.2866,18.6549,152.7061,1374.1756,46.1192,34.2707,264.2431,164.3936,7.1356,1755.7193,1350.2994,4474.0271,1161.1602,258.4594,2899.9033,0,0,23.5039,143.9204,0,5.8213,23574.996,1641.5131,0,1467.1367,1437.4492,2383.5498,191.951,0,0.1399,51.4967,38.9857,118.5532,472.9989,0,62.9428,23.5446,861.4175,381.6742,52.2472,449.1235,104.5166,1496.1785,127.1758,115.4332,189.5794,207.5032,247.5273,289.215,55.821,49.7059,516.9416,343.5001,63.3201,513.7527,138.4809,24.687,0,0.005,0.0989,0.6759,0.5789,45.3055,6.8013,11.7803,13.545,0.378,14.0861,1.088,1.9545,1.8931,0.7013,37.7541,20.2931,3.6631,1087.4617,14.697,0.1338,3.9918,7.5482,7.6127,5.2375,20.2786,10.5049,0.9499,0.1449,0.664,2.2159,12.4992,0.2132,14.4761,26.2358,8.1787,1.9032,1.9681,388.3532,6.459,0.0228,2.2388,0.0159,0.8581,0,1.8765,2.2741,88.5198,135.6756,54.658,463.5346,5.1306,0,258.6664,30.0265,87.8019,151.7142,8.4015,85.3754,74.0757,223.1604,381.9122,17.5775,83.7014,19.9486,190.3807,689.1714,2.1132,8.4876,35.0821,12.5879,18.5339,97.8287,1302.1347,340.3027,9.7907,43.1394,0.3212,577.9151,833.6103,377.7616,10.7837,40.8575,51.8718,14.636,14.1812,3.859,0.4115,34.0403,17.8105,7.1944,2428.7052,251.4546,1048.6803,0.4607,27.3922,292.6978,0,904.1249,8.9526,129.797,0.0085,0.03,0.4299,0,0.1837,0.0194,0.0025,0,0,0,0.1567
"Hungary",2678.4211,336.1476,0.0288,10.6959,0.6339,2.5554,5.6871,2.7053,2.7184,0.0203,0,0.0002,0.0118,0.0674,0.0006,177.738,2.0845,0.8109,0.8555,0.7631,1.3802,15.3617,0.7308,51.5746,22.8926,0.0013,0.2112,1.1131,49.4577,415.2353,3.7677,1.5509,43.843,130.6634,5.2236,2199.8304,373.01,1109.3469,589.4992,3.7583,626.6164,0,0,659.806,982.3332,0,43.1322,608.748,1044.9057,1467.1367,0,188.1362,730.0283,748.7954,0,10.997,77.7369,24.2345,177.9013,629.5272,0,320.6241,47.1503,148.0887,291.7933,34.7666,714.5333,83.6697,3202.0969,5427.1792,204.5129,139.9977,68.6377,19.6058,96.3391,14.4155,50.0284,32.9995,11.5986,50.6821,348.7873,138.4968,12.1354,0,0.0585,0.0862,0.0807,0.6184,5.862,8.9992,6.0234,1.7719,1.6776,8.2873,5.6372,2.2326,0.6767,0.7382,33.5999,0.6805,7.5587,118.5585,0.918,0.1455,0.2221,4.7668,0.4277,4.0891,18.5312,2.9557,0.0084,0.7648,0.0602,0.89,11.6874,0,5.5601,1.0578,0.2859,2.6536,0.5104,332.2466,0.2078,0.0046,2.0806,10.542,1.0321,0,3.8723,6.3458,106.8931,338.8382,68.7116,22.9992,1.008,0,22.8494,432.0518,211.9723,110.4418,4.767,67.1357,41.1113,130.0929,157.3381,9.6646,24.6551,9.1238,73.8813,1043.7052,10.6171,10.933,23.4833,5.8871,14.1301,76.7997,178.2535,3703.9702,13.1777,826.559,0.0257,445.0153,153.2345,114.946,0.0004,11.5876,2.8417,0.2759,6.7348,0.311,0.0921,377.6633,0.2087,0.028,35.1118,85.455,147.6438,0.1474,174.5512,15.8003,0,303.4634,0.0053,36.6877,0.0201,0,0,0,0.0726,0,0,0,0,0,0
"Czech Republic",2123.6873,315.8783,1.6376,24.6782,0.0516,6.2705,0.2771,5.5558,1.029,0.0081,0.0097,0.0177,0.0077,0.3588,1.1755,267.8068,5.5126,0.9205,4.8211,33.9182,1.5576,3.2326,1.6226,46.7215,14.0091,0.2905,0.1301,0.6358,44.8428,572.3404,4.929,5.2757,36.0689,153.5365,8.9004,3650.5612,477.4988,1487.4443,633.0125,187.1215,3314.375,0,0,1183.3251,1388.4316,0,29.2126,4290.809,3300.6193,1437.4492,188.1362,0,3204.468,426.4864,0,48.3218,23.3113,9.7889,67.197,338.0087,0,72.8527,12.4201,48.3641,106.1657,77.23,422.9197,41.0974,833.8521,1827.1104,173.2031,116.8444,307.8262,113.5672,394.8463,20.0472,59.2181,1278.4253,432.8312,609.1866,909.95,389.0655,44.8172,0,0.0043,0.0349,0.3765,0.0319,52.467,3.8121,1.2918,3.2356,0.3092,9.8549,0.9216,2.197,28.7251,1.5915,12.2029,1.5722,3.5797,67.1388,2.9583,0.265,1.0046,1.5157,5.515,7.68,22.9597,5.5677,0.1424,2.0718,0.1022,0.24,3.5661,0.0089,28.3269,0.1916,2.7672,1.4156,1.1853,570.0889,2.2357,0.0929,0.8601,1.5692,0.1449,0.0001,15.5831,6.8594,164.2235,171.745,16.6122,17.7878,11.8377,0,27.6558,1783.6277,81.5432,288.973,11.8376,63.979,35.2949,395.8651,389.5257,17.4929,50.6861,13.1694,100.6014,700.8821,12.196,8.9465,23.0348,4.8567,9.0652,89.7488,203.8427,6945.3655,15.5611,644.1862,0.2059,1257.9824,527.2927,167.1734,0.0027,11.2495,70.0967,0.2648,2.4241,28.3899,1.7819,653.4605,4.1511,0.5587,90.7762,188.5065,446.2052,0.8234,18.9403,58.0136,0,588.3088,1.1514,46.535,0,0,0,0.0954,0.7106,0.0705,0.0007,0,0,0,0.0384
"Slovakia",1482.4671,207.06,0.0011,1.5008,0.3412,0.0583,0.0837,0.1168,0.5594,0.001,0,0.0001,0,0.0148,0.0794,82.2821,0,0.0507,0.1749,0.106,1.9239,2.5883,0.127,24.7599,21.7853,0.0908,0.2355,0.5029,14.5737,150.9604,2.3898,1.8183,10.5122,69.5174,4.3275,1795.0889,114.0989,82.6608,84.1434,58.2486,1048.6997,0,0,652.017,574.2602,0,26.2405,2066.379,1060.2592,2383.5498,730.0283,3204.468,0,1041.021,0,0.3131,55.778,6.9969,19.364,136.9682,0,66.609,4.3193,739.4694,87.1778,101.2911,210.4936,11.0348,668.1875,4513.8614,33.1376,83.4068,91.9181,120.4965,85.5155,8.8189,18.5669,24.065,32.9274,532.7645,415.8908,121.5639,10.0386,0,0,0.0001,4.1062,0.0334,1.0287,2.4391,3.2658,0.7224,0.1472,2.4365,0.1687,0.0644,0.0859,0.0379,4.0076,0.5641,0.7687,28.0126,0.43,0.0204,0.0673,11.8069,1.0883,6.1788,9.1705,0.5764,0.2787,0.1886,0,0.0129,2.2514,0,1.4235,0.3226,0.0037,0.0082,1.6564,141.5518,0.5731,0.002,0.3602,0.2973,1.9176,0.0971,1.0015,0.2814,47.1943,50.799,10.7001,3.3894,3.4131,0,2.7123,627.848,12.677,73.2827,0.2775,36.7286,4.9993,95.4761,106.2721,1.9433,4.6603,0.9063,35.4755,120.3019,0.2582,2.3698,6.0761,1.7867,2.1076,19.9146,66.3382,205.3128,2.7722,360.4935,0.1429,3398.4352,131.0423,93.4945,0,21.4542,72.7341,0.3237,16.8348,0.2483,0.0029,177.0891,7.5689,0.1236,315.6662,160.3132,57.3143,0.0145,10.3631,42.2599,0,307.1331,0,34.3789,0.0021,0,0,0,0.0059,0,0,0,0,0,0.0009
"Italy",26583.436,4277.4631,78.68,345.974,17.7249,141.2985,14.8589,116.5105,8.9585,0.8984,1.2788,3.2912,22.4002,6.5281,65.4093,4977.7852,14.8931,62.0054,7.4974,40.7705,6.4752,63.1897,118.7487,249.0171,926.1275,1.5243,45.146,195.8283,254.8436,3201.9087,33.8274,214.2126,345.752,583.2531,2.4876,10680.457,3150.0513,16765.176,5873.114,924.8928,10422.429,0,0,8361.9,1052.887,0,1859.5667,8031.836,1973.3487,191.951,748.7954,426.4864,1041.021,0,0,1566.9952,694.1967,122.0294,10.7002,1363.8968,0,122.563,4.724,1312.9883,1974.9146,370.0001,586.9651,98.0737,1173.9345,2082.692,344.7879,577.659,919.7706,766.1149,925.8923,137.9672,120.3086,8907.6888,150.4459,874.7182,1825.5595,686.4419,83.106,0,0.4735,1.5182,131.4544,8.3066,21.4227,50.4115,90.5437,212.3447,35.4049,143.1673,53.8069,47.1506,9.9211,12.1959,540.2038,14.4062,10.0726,1455.8405,185.4055,1.162,35.2714,22.6203,596.1067,31.7498,142.6019,44.964,2.9836,22.0393,15.5298,22.8261,329.2586,32.9393,256.5188,386.9876,246.2279,55.0006,1.3369,939.3893,14.0973,0.5463,5.5322,73.871,11.2484,2.1913,162.9187,13.5424,1518.1414,3142.314,554.0159,4781.268,149.279,0,1346.455,5622.2263,2151.3244,1008.011,146.4352,1822.6188,986.1788,1445.0181,1657.8852,198.3707,939.3597,31.005,888.2135,6246.0785,455.7048,34.3159,282.8568,0.1958,23.4028,106.0203,3857.9324,5913.185,9.5548,595.0412,0.2174,2259.0159,6208.1763,1003.2607,1.0906,12.7431,872.9829,54.3801,168.9066,15.754,6.8807,922.9054,219.1398,12.475,1713.3455,915.7501,3620.1511,40.1113,147.4607,820.5842,0,5419.4954,86.952,427.7864,0.6816,30.5774,0.0138,0.0513,5.4679,0.0702,0.0675,0,0,0,0.5756
"San Marino",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Malta",53.2265,84.8413,0.0045,0.0431,1.0659,1.7699,0.0322,0.0634,0.1224,0,0,0,0,0.1993,1.2011,0.9511,0.0168,0.0153,1.1506,0.0003,0.0363,0.0135,2.1011,1.1233,0.0052,0.1015,0.0374,1.2737,0.3668,78.8295,0.0779,0.0052,1.1136,3.6096,0.0393,238.3072,11.5914,161.7556,53.8192,0.0116,175.2994,0,0,45.7341,108.1984,0,15.0605,246.9906,9.1624,0.1399,10.997,48.3218,0.3131,1566.9952,0,0,1.1896,0.9232,0.1478,49.1149,0,0.8391,0.0003,12.8781,26.7605,2.1594,8.2224,0.3651,30.3907,41.5797,0.6156,0.538,3.1163,10.207,1.1573,0.035,0.9328,2.5306,3.7352,148.4674,72.3413,36.3443,6.9391,0,0,0,0.0243,0.7791,0.0004,1.1878,0,0.0003,0.0134,0.4972,2.482,0,0.0449,2.4829,17.3467,0.7227,29.0756,0.5195,0.0196,0,0,0.0337,0.1115,0.2649,0.8574,0.1108,0,0,1.4369,1.519,0.0006,0,2.5645,0.9867,0.0342,0,2.3388,2.5576,2.2326,2.9194,0,0.4036,0.0024,0,0.6995,0.3259,5.0903,27.4136,195.1703,142.7024,0.4662,0,0.0412,44.3143,1.6581,297.407,0.1339,0.7222,69.5948,0.3755,0.1405,0.0068,0.132,0.0393,2.8661,1.9355,81.1781,0.0004,0,0,5.4138,0.0001,0.0517,775.377,2.2146,52.9595,0,682.6635,207.9491,71.1436,0,2.4608,1.0263,0.0726,1.9786,0.4898,5.8879,1.4431,0.5453,0,33.6945,7.3766,394.3489,0.011,20.4331,1.2249,0,5.6434,0.162,3.9956,0.0292,0.5724,0,0,0.2384,0,0,0,0,0,0
"Albania",58.55,32.4276,0.0009,0.11,0,0.5829,0,0,0,0,0,0,0,0.0244,1.0234,0,0.0528,6.4302,0.2881,0.0002,0.0291,0.1574,0.1212,0.6639,3.1033,0,0,14.6538,0.0511,56.8279,0.0114,1.068,0.0723,7.4615,0.1007,18.2642,8.6291,47.079,22.5406,3.8367,46.709,0,0,22.5105,148.5098,0,3.7825,102.4573,32.7021,51.4967,77.7369,23.3113,55.778,694.1967,0,1.1896,0,16.5623,36.9719,74.6129,0,33.0942,119.3736,55.0556,389.2507,1.8828,67.5485,0.0708,51.8894,42.0562,0.7583,0.6954,2.6389,33.5464,2.073,0.1593,0.1442,0.0002,2.7279,8.9888,2.7951,2.7377,0.0745,0,0.0003,0,0.0891,0,0.0009,4.8936,0,0.0298,0.0311,0.3766,0.1263,0.0005,0.0374,0.0492,0,0.0102,0.6605,0.1198,0.2381,0.0017,0,0.0929,0,0.2259,0.0186,0.0186,0,0,0,0,0.1918,0,0,0.0612,0,0,0,0.5234,0.0129,0,0,0.0329,0.0017,0,0.0753,0.0002,1.8971,19.7362,1.9369,17.3793,0,0,2.5781,210.8079,0.0996,20.5315,0.8702,0.8206,0.119,3.2544,1.726,0.0246,0.588,0.0347,0.1185,0.8586,0.5898,0.003,74.5297,0.4786,0.3019,0.0027,7.0815,120.2661,0.0011,13.4492,0,11.1957,1.9656,131.5831,0,2.4971,5.1793,0.0644,7.1481,0,0,10.9094,0.0283,0.0055,0,0.8115,1.0561,0,0.0721,13.2557,0,1.8354,0,0.2763,0,0,0.0098,0,0,0,0,0,0,0,0
