"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Monaco","Liechtenstein","Switzerland","Spain","Andorra","Portugal","Germany","Poland","Austria","Hungary","Czech Republic","Slovakia","Italy","San Marino","Malta","Albania","Macedonia","Croatia","Yugoslavia","Bosnia and Herzegovina","Slovenia","Greece","Cyprus","Bulgaria","Moldova","Romania","Russia","Estonia","Latvia","Lithuania","Ukraine","Belarus","Armenia","Georgia","Azerbaijan","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Eritrea","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Namibia","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","Turkmenistan","Tajikistan","Kyrgyzstan","Uzbekistan","Kazakhstan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","East Timor","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Kiribati","Tuvalu","Fiji","Tonga","Nauru","Marshall Islands","Palau","Federated States of Micronesia","Samoa"
"Germany",25991.535,4117.334,48.8701,92.9532,6.5307,63.3718,65.7817,231.0495,15.9751,0.7694,4.3229,4.8421,0.8755,310.778,0.4948,5109.6953,4.0108,102.9161,28.8729,47.9825,30.375,155.0886,135.364,105.2907,49.396,0.1727,0.4522,233.2924,11.3869,308.898,24.7471,44.1218,99.6304,304.3771,102.2,16202.266,11216.6906,2072.183,10802.19,1556.4304,23336.801,0,0,10035.01,16529.847,0,1120.3159,0,1156.324,19556.705,2058.423,1352.142,1831.1524,16138.735,0,19.3133,81.737,17.5481,1565.5487,0,330.2743,51.572,3981.5233,212.6688,607.6419,32.9681,587.927,7063.4379,324.653,347.0571,760.6625,1439.2161,420.4167,28.477,54.4954,46.4151,1004.7735,4954.654,9557.1385,2943.43,133.1841,0,6.3646,1.0958,4.8448,14.4525,46.8811,73.5928,20.703,0.5353,9.6548,254.7403,22.7932,20.9726,22.6965,117.2698,45.5915,22.7883,13.252,339.2588,13.8404,0.3482,2.7337,29.4882,59.3439,5.1244,51.8928,36.3762,2.6956,18.6838,3.1612,13.8512,6.5123,7.663,44.6558,59.644,10.8134,131.6583,57.9609,2403.3941,3.377,20.68,4.656,1.852,34.3663,5.8412,18.9959,34.272,191.8824,132.333,7.4336,1388.8725,97.5646,2515.543,1387.5718,242.2025,290.1754,841.2224,552.8228,429.7959,1390.306,2254.4711,137.5625,986.9486,163.8056,445.7466,2861.451,281.2755,98.2869,30.3213,5.917,34.076,197.7116,837.116,932.132,31.2085,1823.3833,52.6395,417.4087,7228.344,133.8001,1.494,89.4316,987.4681,87.4511,112.884,5.6045,17.836,24.7578,229.452,18.4532,684.275,28.4089,1043.7659,39.7754,1470.8317,1189.9103,0,4535.5423,141.9486,395.8031,0.9927,0.2448,0.132,2.169,1.1454,2.1066,0.426,0,2.873,0,0.6752
"Poland",366.0656,97.0803,25.9913,17.2252,0.0824,3.3072,1.0201,3.7432,0.0499,2.5228,0.043,0.1233,5.4889,32.0986,0.1259,38.2844,0.4878,2.2253,54.0101,0.7487,0.0903,11.5965,65.1879,8.6268,4.122,0.1472,1.6118,72.5994,2.2779,106.7756,30.4522,0.2891,0.5054,165.173,27.4169,33.914,212.7882,393.1996,280.2848,65.4797,2138.9355,0,0,408.8538,532.8566,0,111.652,1156.324,0,269.7147,103.7406,0.2053,84.2001,2730.0991,0,23.6552,4.4376,24.2407,170.5792,0,91.9991,161.9936,1.1628,30.3894,61.9497,35.4768,334.122,3532.823,138.9524,223.7731,201.8079,57.8217,37.7218,3.3307,2.2862,4.2482,683.9735,119.4407,669.758,6.1842,9.269,0,1.1601,0.0406,0.0241,0.1777,0.7006,2.892,0.7765,19.0779,0.2812,106.2362,4.9135,0.4395,47.1917,1.1887,4.4888,2.3643,1.4569,26.9964,0.0122,0.0289,2.3353,0.5603,0.4649,8.689,8.4612,1.694,0.7673,0.3366,0.1852,8.1833,0.0018,0.5754,2.0767,2.0609,0.4295,8.7776,1.9102,26.9524,0.4867,0.018,0.1476,0.1354,0.2115,0.6421,1.1147,0.2003,15.7929,89.069,48.7334,8.7516,0.7169,2.3967,457.6888,7.8254,31.9969,14.5038,11.7376,7.274,57.107,64.7239,11.1645,10.5692,2.0157,2.6008,23.6923,2.9653,3.3084,40.9855,17.8924,4.0231,4.9042,6.1202,2570.6164,7.9557,513.4763,6.2849,570.8551,1140.9655,178.6976,0.0741,38.1248,17.6095,1.8178,18.8921,0.1504,0.2325,177.7635,0.0659,4.7272,96.3625,291.7698,245.0389,0.0678,64.3438,252.6815,0,30.2846,1.3987,10.5603,3.7487,0.0142,0.0002,1.941,0.0098,0.0568,0.3784,0,0.0242,0,0.0349
"Austria",2408.2046,512.8269,0.8366,1.0422,0.4528,0.5793,2.7917,9.9294,1.1223,0.6941,0.0433,0.2167,0.0426,0.2977,0.0511,213.5442,2.0377,6.1013,0.7758,4.6364,0.9447,4.9833,4.9113,37.7593,69.4487,0.0946,0.0247,1.5116,21.1161,179.7996,0.3075,2.1499,14.164,22.9609,2.3619,2076.6921,242.0953,2500.0735,1016.8331,72.61,382.0671,0,0,810.9248,1132.6959,0,144.4533,19556.705,269.7147,0,2376.4304,656.2095,627.8251,1894.3052,0,21.6201,26.8477,48.1224,358.7349,0,156.6985,364.1102,320.8443,24.6516,33.3496,4.4645,80.3522,630.253,31.0504,63.7255,64.9799,31.1902,20.2624,2.035,9.7799,28.7303,182.1631,118.021,278.9975,177.7656,12.4462,0,0.0154,0.0179,0.0202,0.795,7.3612,5.2681,0.0886,2.7566,0.841,5.5352,0.4089,0.4464,0.394,6.9296,8.4972,0.0345,5.9598,259.2509,18.0565,0.1038,3.0609,0.0022,1.1021,1.0921,3.4741,18.1628,0.812,0.2703,0.2832,0.2978,4.9127,1.0526,8.239,0.629,0.4897,13.683,6.7769,169.3721,3.979,0.0666,1.2452,0.2787,0.1442,0,1.6976,0.0949,5.0069,21.5725,53.9131,142.3445,12.6363,327.5176,68.0855,13.3135,29.3771,91.129,32.513,19.6291,81.9741,16.0269,9.0842,82.8538,23.1336,20.6169,144.4525,19.8948,3.9343,16.3711,1.334,3.1285,5.7126,161.9798,279.558,5.0705,108.8244,0.9315,23.9407,42.3436,57.4885,3.7191,10.4128,2.5363,0.6179,6.6329,0.9951,2.0798,24.9894,1.8941,0.1943,9.7766,35.8673,273.3545,0.4133,98.1817,9.8234,0,505.1658,0.1484,63.7621,0,0,0.2486,0.0442,0.1127,0,0,0,0,0,0.0206
"Hungary",1235.8049,22.5975,0.1756,0.1412,0.0496,0.0646,2.996,1.0265,0.0802,1.2972,0.006,0.001,0.0238,0.75,0.032,8.158,0.3895,0.1179,2.2571,0.2911,0.0968,61.5361,4.07,9.7486,1.333,0.0156,0.0435,13.9326,10.7796,165.3406,0.07,0.1124,8.2073,8.5193,0.4676,574.3836,130.2776,218.3754,309.5227,26.5602,360.6789,0,0,115.5223,23.2538,0,63.3196,2058.423,103.7406,2376.4304,0,1.4749,1.7598,1245.2827,0,50.2463,12.1735,26.1093,347.3474,0,288.1703,120.1374,108.3875,7.74,64.5618,16.9005,268.119,2367.4982,10.822,33.1182,36.9162,319.2932,80.8568,4.2708,7.648,3.0839,201.9109,62.6988,156.7247,62.3264,9.1828,0,0.015,0,0.022,0.0049,0.3975,0.993,0.0064,0.0846,0.0739,4.5342,2.0026,0.026,0.0302,0.2175,7.2449,0.028,1.5656,9.8095,0.054,0.0027,0.2493,0.2245,0.1055,6.4781,2.2141,4.8785,0.497,0.2408,0.004,0.1677,1.1233,0.04,1.4144,0.136,0.0113,2.1683,4.5655,110.4431,0.007,0,2.437,0.015,0.2186,0.015,8.8158,0.182,17.5087,27.0225,24.2269,5.1158,1.5427,10.164,41.1105,6.831,15.1793,25.5218,24.5449,36.6676,26.91,119.5512,7.4327,28.4566,7.1828,3.8483,186.275,24.1129,3.1748,1.7641,77.314,2.1013,2.6998,10.9021,3098.4374,3.7221,719.115,1.4638,930.764,1550.8963,104.8365,0.063,3.6309,7.8828,0.7572,6.879,0.009,0.565,250.7923,1.183,0.762,27.69,659.7285,284.3666,0.0213,172.6771,188.3481,0,62.7182,0.0284,2.916,0,0,0,0.042,0.0186,0,0.005,0,0,0,0
"Czech Republic",294.5824,2.5565,0.5104,6.9883,0.3545,2.9015,0.1947,0.2667,11.362,0.0785,0.0009,0.0018,0,0.0106,0.273,25.9633,1.8777,3.6786,0.19,13.2617,0.2199,190.0332,10.7063,28.1952,1.828,0.2615,0.043,19.6365,6.3171,71.7361,0.3901,0.1736,7.8346,17.1433,2.602,817.0052,79.9464,133.9939,253.8741,4.385,1004.2402,0,0,256.4091,74.6689,0,3.6807,1352.142,0.2053,656.2095,1.4749,0,1362.9482,1140.3095,0,1.7814,12.2827,6.7294,299.3573,0,87.7654,17.909,169.6775,7.0027,108.7648,16.7534,338.8188,1865.9701,46.3426,58.7957,110.7531,67.5445,16.1048,2.7921,2.5491,248.8581,81.2535,81.4294,214.7378,98.6569,14.7449,0,0,0,0.0748,0.1209,2.9083,2.3128,0.8571,1.3679,0.4608,12.3797,0.6124,0.1702,0.661,0.2388,1.9414,0.7799,0.615,11.5163,0.0757,0.1629,2.7433,0.2844,1.6614,1.3706,9.1688,2.0711,0.0419,0.117,0,0.1629,0.9878,0.1772,0.2761,0.631,0.201,2.5452,3.96,41.1981,0.0567,0,0.234,0.039,0.6288,0.0406,0.487,0.037,4.5466,74.076,2.2556,44.1418,0.5362,16.8978,83.8605,4.0425,57.8222,123.4305,41.9317,30.2641,0.9163,55.3037,2.5084,13.8064,2.2436,8.3049,190.2407,20.1658,1.4126,9.0814,16.1966,1.7333,12.3018,27.9969,2629.8181,5.6557,605.3635,2.7268,308.9542,1064.392,27.1618,0.0354,22.491,13.7543,0.4309,7.4148,0.0709,0.0069,200.5048,2.5134,0.817,46.2417,691.9057,179.001,0.0198,339.3916,111.0364,0,22.4267,0.117,2.0098,0,0,0,0,0.0385,0,0,0,0,0,0
"Slovakia",911.77,97.5056,0.111,0.0249,0.002,0.0999,9.067,0.0003,0.001,0.0028,0.002,0.0039,0,0.0059,0.0017,5.9493,0.1641,0.6519,0.1033,0,0,0.3774,7.4629,3.1777,0.09,0.0267,0,0.2351,0.3291,11.6949,0.1366,0.0401,2.3519,7.4016,0.086,1.133,32.1159,187.724,194.1832,21.1802,261.0974,0,0,4.3689,283.4661,0,1.0541,1831.1524,84.2001,627.8251,1.7598,1362.9482,0,115.2971,0,0.6339,0.9746,4.9359,116.3385,0,32.2856,17.8119,47.3138,2.424,51.1975,7.3851,190.091,2231.0612,17.085,23.3662,30.1714,117.2808,0.8962,3.9978,0.7986,0.8335,53.5704,44.7079,21.7705,0.2823,2.7427,0,0.0001,0,0,0.0001,0.1343,0.1173,0.713,0.0002,0.0511,23.8721,0.0698,0.2584,0.0425,0.2018,1.3791,0.0247,0.4497,3.6278,0.0642,0.139,0.2719,0.023,0.0078,0.1451,0.9023,0.0781,0.0022,0.1023,0.0002,0.0098,0.7296,0.0046,0.778,0.0497,0.0262,2.4168,0.5384,23.6049,0.0079,0,0,0.0243,0.109,0.0079,0.0509,0.0067,5.357,0.4562,2.4752,5.4299,0.6185,5.5048,139.9522,0.4865,2.7026,6.3127,14.3673,1.8715,2.78,6.8957,0.0765,1.0547,0.3999,1.6876,13.4829,1.1431,1.1599,1.269,0.44,0.1516,0.4465,62.6457,46.0836,0.0877,12.5794,1.1242,102.9178,2.9342,6.1135,0.0006,0.4414,0.4834,0.5731,0,0.0009,0.1388,49.891,0.0096,0.1551,7.62,14.9671,0,0.0077,1.2618,1.1597,0,7.2688,0.2049,2.5729,0,0.0145,0.0667,0.0042,0.0167,0.0078,0,0,0.0002,0,0
"Italy",15082.167,2131.1937,620.3662,273.7894,2.5484,97.9917,10.7672,67.2486,10.7512,0.5955,0.7733,1.4329,5.5172,1.568,39.6766,2374.4679,1.9264,44.1195,6.5651,40.8958,3.541,6.9255,46.0778,120.595,69.2882,62.1552,27.1756,177.5993,25.7676,509.7339,3.417,83.8214,764.692,667.3918,74.3292,3510.43,3580.784,10651.4185,5340.2765,927.3642,2407.391,0,0,122.561,4588.034,0,1527.3858,16138.735,2730.0991,1894.3052,1245.2827,1140.3095,115.2971,0,0,699.5083,283.9712,32.9343,1334.0615,0,123.4527,692.0061,3961.2325,418.2092,69.3311,12.3471,286.6435,6916.5693,221.0667,157.5957,265.791,761.269,187.8778,34.0668,19.0663,640.9961,590.8527,1153.4937,828.4403,139.0598,126.942,0,3.5416,6.8237,118.2779,12.9796,5.9585,30.7304,6.6843,29.2449,3.8095,155.8889,15.5345,6.2777,3.4377,19.2078,41.9076,12.5053,336.546,111.0405,20.3097,11.8938,7.5243,9.5812,16.79,1.2086,34.9943,42.7975,2.3495,2.5918,4.3779,17.1357,119.8069,40.4286,81.8079,90.702,1.0229,37.4002,5.4926,504.2571,29.65,0.2601,1.6108,1.8879,0.7082,1.3947,10.5118,9.0161,493.4702,3816.5598,366.4736,4198.1315,4.9671,518.1338,1699.6094,610.7323,580.7943,275.1372,633.3534,202.823,486.4638,1024.3636,95.5938,510.3715,79.6094,335.174,1472.705,144.3397,20.8381,134.0965,28.2444,4.8156,10.8341,326.6934,3493.9289,8.7254,632.2837,27.1838,521.549,132.6827,889.7875,0.9269,140.4609,194.4653,37.6328,17.2996,5.7205,1.4944,265.3053,2.2001,9.6625,72.3637,7.1013,1264.4084,9.1281,7.1579,879.8861,0,1727.8302,53.1999,168.4592,0.9303,0.8813,0.1009,0.1603,2.1871,0.4206,0.0126,0,0,0,0.4764
"San Marino",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Malta",102.9613,11.4246,0.2198,0.2116,0.0055,0.4661,0.534,0.1939,0.0241,0.0349,0,0,0.0232,0,0,0.9321,0,0.0026,0.0037,0.0067,0.023,0.2677,0.4069,0.5669,0.0152,0.1285,0.0391,1.9405,0.1354,20.8647,0.0612,0.0089,0.9699,6.9542,0.2849,8.5812,16.2542,59.9049,9.1034,0.5106,336.5718,0,0,64.1267,45.6633,0,9.3193,19.3133,23.6552,21.6201,50.2463,1.7814,0.6339,699.5083,0,0,0.0921,0.4085,0.0196,0,0,0.9632,14.1511,1.3694,0.278,0.0387,0.0616,15.2168,2.8727,0.022,4.624,13.3653,0.0795,0,2.2552,12.5098,7.238,10.1605,3.4269,23.2655,0.5716,0,0,0.4191,0,0.3765,0.0611,1.8761,0.0745,0.8555,0.0241,0.5779,1.4956,0,0.0338,0.3856,1.5741,0.1435,0.4787,3.045,0,0,0,0.1325,0,0.0184,0.2677,0.0858,0,0,0.1571,2.0228,0.1638,0,3.0547,0.002,2.8578,0.0107,0.5172,1.8701,0.0067,0,0,0.0004,0.2411,0,3.4691,0.1714,3.2785,0.9301,22.3466,61.248,1.4074,0.2498,26.4311,1.7282,6.7988,3.0871,10.1534,0.2428,31.4275,10.2238,1.928,4.5504,0.7304,0.8013,10.0142,1.7645,0.0038,2.9485,0,0.0007,0,0.0067,188.3778,0,30.6892,0,49.8099,33.5333,15.7979,0,4.4656,0.968,0.0069,0.4206,0.303,0.1711,42.0815,0.0282,0.0595,1.1698,39.8078,406.1534,0.001,24.1948,0.0716,0,1.4131,0.0003,8.7912,0,0,0,0,0,0,0,0,0,0,0
"Albania",13.8319,3.1125,0,0.0247,0,0.3462,0,0.0004,0.0159,0.1244,0,0,0,0.0576,0,0.0793,0,0.0063,0.503,0,0,0.7243,0.0805,0.0032,0.2081,0,0.0386,7.1379,0.3341,13.1206,0.0266,0.8635,0.0454,0.7883,0.0907,38.4495,2.2217,11.563,10.4087,0.2183,17.2613,0,0,13.7549,31.4128,0,0.0325,81.737,4.4376,26.8477,12.1735,12.2827,0.9746,283.9712,0,0.0921,0,11.6375,27.7038,0,1.2186,25.9723,352.0661,4.7319,40.4712,0.5841,15.1636,45.7727,0.009,0.5172,0.0136,45.4603,8.3488,0.0011,0.9534,0.0432,3.0058,5.316,0.125,6.969,0.2645,0,0,0,0,0.0011,0.0528,0.0016,0.0044,0,0.0189,0.0117,0,0,0.0379,0.0562,0,0,0.0256,0.0015,0,0.0209,0,0.0017,0,0.0394,2.2262,0,0,0,0.0044,0,0,0,0.0175,0,0,0,0,0.3324,0,0,0.003,3.7644,0.0058,0,0.0073,0,0.2933,0.1789,2.635,0.0134,2.0192,2.2938,117.1129,0.5336,6.9347,0.3315,9.5396,0.0774,0.2911,1.7461,0,0.0242,0.0375,0,0.5954,0.1183,0,1.4708,0.0073,0.03,0,0.2466,65.8952,0.1024,1.5476,0.3305,5.2003,7.5646,4.4735,0,0.0668,0.0622,0,0,0.0592,0,0.3977,0.0131,0,0,0.2738,1.3344,0,0.0905,0.2765,0,14.3921,0,0.3027,0,0.3079,0.0031,0,0,0,0.0014,0,0,0,0
"Macedonia",7.7065,1.7161,0.0206,0.0696,0.0011,0.032,0.0005,0.2422,0,0,0,0,0,0,0.0018,0.1836,0.0286,0.1128,0.0621,0.0218,0,1.5113,0.1359,1.1522,0.0001,0,0,2.966,1.4719,23.2214,3.8127,0.0002,0.0435,5.5638,0.7958,0.675,5.0002,0.6893,23.4012,0.6204,41.8619,0,0,20.9951,7.2516,0,6.6751,17.5481,24.2407,48.1224,26.1093,6.7294,4.9359,32.9343,0,0.4085,11.6375,0,10.9274,0,14.4193,113.7843,193.3096,3.8385,125.5934,0.4794,12.0579,160.0935,0.0414,0.0253,0.1201,86.4877,0.0901,0.2535,7.4268,0.0746,4.686,15.2001,0.5457,9.3411,0.2698,0,9,0,0,0.0409,0.003,0.004,0,0,0,0.1452,0,0,0,0.0089,0.5246,0.7505,0.001,0.6879,0,0.0001,0.007,0.0176,0.0061,0.5351,0.0422,0.5875,0.0237,0,9,0,0.0032,0,0.0055,0.0172,0,0.2196,0.2199,0.9908,0.0086,0,0,0,0.0007,0,0.0111,0.0493,0.0892,0,0.5821,0.075,0.2499,0.6477,51.4821,0.0089,4.3616,1.3574,0.8852,0.0095,4.0228,0.2971,0.0692,0.0207,0.0348,0.0006,1.6635,0.0035,0.0139,0.312,1.1773,0.0308,0.0438,0.134,35.9285,0,8.472,0.0553,13.8964,15.6499,4.1585,9,0.8636,0.2839,9.0098,1.1423,0,0,3.2236,0.0008,0.0005,0.9339,3.3701,1.6303,0,0.4101,1.7072,0,4.9538,0,0.1212,0,0,0.0016,0,0,9,0,0,0,0,0
"Croatia",182.3732,23.8303,0.135,0.1374,0.0361,0.446,0.0456,0.0319,0.0119,0.0238,0.1564,0.0004,0.0505,0.0262,0.0059,0.7647,0,0.778,0.4209,0.2411,0.0401,2.1307,1.0986,12.6804,0.2988,0.0057,0.0608,14.9525,3.5369,97.512,0.0257,0.0049,2.4343,13.6894,0.4941,208.6741,38.0158,226.8729,129.7445,8.1151,595.6342,0,0,148.9612,232.9832,0,16.62,1565.5487,170.5792,358.7349,347.3474,299.3573,116.3385,1334.0615,0,0.0196,27.7038,10.9274,0,0,750.5036,547.6177,6.4589,2.0547,11.9726,0.5153,111.5943,615.1601,0.8874,0.8862,1.6933,15.4066,8.2856,1.5509,1.8902,0.1349,46.9954,147.0167,65.7196,105.7609,0.9395,0,0,0.6275,0,0.0001,0.1529,0.4971,0.0281,0.1977,0.6317,1.3504,0.0411,0.0306,110.3771,0.0534,13.7401,0.0443,0.7465,5.4094,0.0172,0.007,0.9999,0.0498,0.0984,0.0821,0.0539,0.2178,0.0066,0.0003,0.0163,0,0.0532,0.0295,0,0.1783,0.1818,2.7315,4.347,17.5917,0.2479,0.0033,0.0005,0.0067,0.2569,0.0522,0.5671,0.0347,14.9506,5.1073,0.3924,61.8901,0.0623,10.0774,107.4586,9.7781,22.6392,327.9826,2.9469,0.6747,9.5434,2.8705,0.2861,4.0743,0.2772,2.5231,3.2625,0.3212,1.4342,0.4654,3.164,0.0201,0.6808,6.6614,427.0292,0.0032,105.3647,0.997,156.9169,181.4578,38.6469,0,4.4063,4.697,0.8909,1.0478,0.0056,0.3435,32.1858,0.1913,0.1869,12.6233,43.4264,19.386,0.0062,4.9365,41.5287,0,9.587,0.0098,2.4942,0.1222,0.0099,0,0.0097,0.0025,0.1386,0.0013,0,0,0,0.0029
"Yugoslavia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bosnia and Herzegovina",10.61,1.1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604,0.1564,0,0,0.0019,9,0.0908,0,0,0,0.0035,0.0116,7.2805,9.0026,0,0.0117,0.617,0.0007,16.0136,4.6552,48.4805,31.2508,1.1724,24.7356,0,0,25.2773,18.3061,0,0.2704,330.2743,91.9991,156.6985,288.1703,87.7654,32.2856,123.4527,0,0,1.2186,14.4193,750.5036,0,0,497.6222,6.4645,0.4995,9.8926,0.3297,18.282,56.0307,0.011,0.1574,1.5795,12.6599,0.0813,0.1734,0.1641,0.0025,4.9323,13.601,0.4962,12.8816,0.0469,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,9.0069,0,0,0,0,0,0.0075,0.0037,0,0,0,0,0,0,0,0,0,0.4198,0,0.5061,0,0,0,0,0,0,0.0168,0,0.8649,0.3532,1.2203,0,0,10,61.2073,0,4.9651,0,0.0282,1.4221,1.11,0.1994,0,9.0227,0.1599,0.0565,0,0,0,0,0,0,0,0.0553,6.2656,0,0.8164,0,6.0259,0.2997,1.0208,0,0.2139,0,0,0,0,0,0,0,0,0,0.0277,0,0,0.8362,0.6056,0,0.3489,0,0.0317,0,0,0,0,0,0,0,0,0,0,0
"Slovenia",163.307,12.7052,0.0795,0.6236,0.0485,0.4467,0.3627,0.094,0.0154,0.0457,0.038,0.0001,0,0,0,7.2593,0.0126,0.4561,0.7262,0.0047,0.0264,2.3884,0.2122,4.3152,0.4693,0.0006,0.0294,7.8092,0.6278,56.844,0.1073,0.035,2.996,105.9285,0.0795,9.2211,40.4108,117.4032,93.77,27.4641,249.8997,0,0,97.7288,124.2131,0,2.2953,51.572,161.9936,364.1102,120.1374,17.909,17.8119,692.0061,0,0.9632,25.9723,113.7843,547.6177,0,497.6222,0,2.4371,3.2207,23.3444,6.5419,37.6519,47.1683,9.1281,10.2027,31.6235,61.9833,21.4335,1.4993,5.1786,6.1848,52.2841,40.7157,29.5697,40.6032,2.4596,0,0,0,0.0003,0.1107,1.2196,0.1103,0.2762,0.005,0.1175,0.2474,4.1792,0.5195,2.1831,2.1623,1.4906,0.0001,4.1134,2.9333,0.0071,0.0212,1.0405,0.0296,0.0023,0.6824,0.6314,0.6076,0.0045,0.0135,0.0743,0.1303,2.0655,0.2111,0.0305,0.2086,2.2436,3.647,0.9271,4.7207,0.1379,0,0.1721,0.0053,0.0871,0.0002,0.5561,0.0317,0.7331,44.9486,14.1161,3.6404,0.1251,67.2024,52.8439,11.5374,33.0875,9.5636,2.0354,1.3141,9.4546,15.3423,1.4322,0.8156,0.3474,0.8498,20.3814,1.99,0.4276,0.1804,3.8325,0.5,1.6498,9.1894,300.0082,0.2876,63.6519,2.5661,70.8354,171.5945,18.7319,0,20.1442,4.4956,0.7647,1.8098,0.0095,0.0099,17.5875,0.57,0.1598,10.3947,31.6006,16.0448,0.0231,6.9813,46.9425,0,24.3596,0.044,1.4823,0,0.0029,0,0,0.0027,0,0,0,0,0,0
"Greece",1609.9454,48.4053,17.2988,0.1711,0.5394,1.2916,0.0292,0.0445,0.1069,0.4959,0.0648,0.0167,13.9904,3.3682,0.0119,2.6456,0.4691,0.4752,8.5411,0.4876,0.1921,5.544,32.5903,3.9097,13.0702,0.2227,0.0063,14.5166,17.2061,109.7993,0.022,0.4704,76.565,106.4552,0.8486,889.1432,323.927,1990.3947,1409.0695,153.0039,1886.2894,0,0,521.4489,1014.5246,0,21.7277,3981.5233,1.1628,320.8443,108.3875,169.6775,47.3138,3961.2325,0,14.1511,352.0661,193.3096,6.4589,0,6.4645,2.4371,0,403.3668,289.2518,4.2562,119.0001,2537.2926,2.04,2.2197,62.9597,140.4712,1.0774,23.442,78.5415,29.5562,429.571,426.8731,53.9659,260.6769,16.0061,0,0.0838,0.0035,0.4995,2.1873,0.3628,11.2776,0.0985,20.2786,0.0637,27.0623,0.488,0.5299,86.6029,2.9314,6.6018,4.1031,0.9734,40.1181,11.1213,0.0006,0.101,1.0635,0.1692,1.6917,2.8497,7.2067,0.1478,0.0997,0.0319,0.3124,0.1698,0.9208,0.9192,0.1014,0.068,8.3548,3.8203,30.2751,1.9488,0,4.0511,0.1884,4.8171,0.5052,0.4106,0.7056,4.3943,56.0849,20.7004,279.6848,2.4954,962.9776,457.8127,48.3757,96.8048,72.8426,74.8919,7.9442,54.8275,1180.0474,10.2775,5.8455,1.3179,12.2239,8.7807,7.4591,0.3741,33.1689,8.2921,1.0551,23.1063,87.3016,1385.1117,0.0623,166.1971,0.6244,2369.3645,1797.1678,177.9205,0.0001,72.5641,4.5134,1.4493,3.6913,0.6557,0.3952,157.2553,0.3158,0.2632,57.0537,97.6016,0.0075,0.0052,13.5429,105.4146,0,74.3523,3.917,34.656,0.0136,0,0,0,0.0002,2.764,0.0826,0,0,0,0
